#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	conn
#open	2025-06-21-13-51-01
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	proto	service	duration	orig_bytes	resp_bytes	conn_state	local_orig	local_resp	missed_bytes	history	orig_pkts	orig_ip_bytes	resp_pkts	resp_ip_bytes	tunnel_parents
#types	time	string	addr	port	addr	port	enum	string	interval	count	count	string	bool	bool	count	string	count	count	count	count	set[string]
1750485061.062416	CWFkar3GgQVgZFFJ93	192.168.226.11	46542	23.217.11.75	80	tcp	-	-	-	-	OTH	T	F	0	C	0	0	0	0	-
1750485061.396090	ClcgSa17v6nk6CAaWk	192.168.226.11	46542	23.217.11.75	80	tcp	-	0.336931	0	0	SHR	T	F	0	^hCf	0	0	2	112	-
1750485066.804568	Co3yl84WsUkUcUgIO5	192.168.226.11	46554	23.217.11.75	80	tcp	-	-	-	-	OTH	T	F	0	C	0	0	0	0	-
1750485067.160862	CayKmm4O6Y8asIFz58	192.168.226.11	46554	23.217.11.75	80	tcp	-	1.357090	0	0	SHR	T	F	0	^hCfa	0	0	4	236	-
1750485091.845285	CxJ67M1KcL8rmG6YYb	192.168.226.11	46216	23.217.11.81	80	tcp	-	-	-	-	OTH	T	F	0	C	0	0	0	0	-
1750485092.529532	CpRk0e3nUkjL8MEvd4	192.168.226.11	46216	23.217.11.81	80	tcp	-	1.274085	0	0	SHR	T	F	0	^hCafA	1	52	4	216	-
1750485098.918306	C9rhyy2044v3A31x33	192.168.226.11	48540	23.217.11.81	80	tcp	-	-	-	-	OTH	T	F	0	C	0	0	0	0	-
1750485102.165413	CqvO012LhU5rFPwix6	192.168.226.11	46158	13.107.5.93	443	tcp	-	-	-	-	OTH	T	F	0	C	0	0	0	0	-
1750485099.261538	CP58g14Q7f8sduynKl	192.168.226.11	48540	23.217.11.81	80	tcp	-	0.346403	0	0	SHR	T	F	0	^hCf	0	0	3	172	-
1750485048.238155	CUruKVfvpT9OzpSJ2	192.168.226.11	47922	185.125.190.58	123	udp	ntp	0.246662	0	48	SHR	T	F	0	Cd	0	0	1	76	-
1750485081.035284	CnYPb04cHUuWUQ5eBj	192.168.226.11	46870	185.125.190.58	123	udp	ntp	0.259330	0	48	SHR	T	F	0	Cd	0	0	1	76	-
1750485148.020186	C9avMj2iHZGTEGVsob	192.168.226.11	44672	23.217.11.75	80	tcp	-	-	-	-	OTH	T	F	0	C	0	0	0	0	-
1750485148.354597	Cuj9733SCNsRd4yGhh	192.168.226.11	44672	23.217.11.75	80	tcp	-	0.338567	0	0	SHR	T	F	0	^hCf	0	0	2	112	-
1750485167.622745	CeXE3f14xGW8kDHjla	192.168.226.11	45914	23.217.11.75	80	tcp	-	-	-	-	OTH	T	F	0	C	0	0	0	0	-
1750485168.302442	Cy8H0OCSZULe8d4lj	192.168.226.11	45914	23.217.11.75	80	tcp	-	0.336880	0	0	SHR	T	F	0	^hCf	0	0	2	112	-
1750485114.093937	CkHHX525czHupq7mkc	192.168.226.11	46846	185.125.190.58	123	udp	ntp	0.269300	0	48	SHR	T	F	0	Cd	0	0	1	76	-
1750485192.887195	C9ePz33XRiXqWJwcth	192.168.226.11	48078	23.217.11.75	80	tcp	-	-	-	-	OTH	T	F	0	C	0	0	0	0	-
1750485193.220901	CbcESl4UUqkXfyLIi5	192.168.226.11	48078	23.217.11.75	80	tcp	-	1.285617	0	0	SHR	T	F	0	^hCfa	0	0	3	176	-
1750485147.184136	CyJ0833YMpVq19S7X5	192.168.226.11	48606	185.125.190.58	123	udp	ntp	0.208163	0	48	SHR	T	F	0	Cd	0	0	1	76	-
1750485214.927532	CBGjYPSM0LZyQ8sl7	192.168.226.11	47744	23.217.11.81	80	tcp	-	-	-	-	OTH	T	F	0	C	0	0	0	0	-
1750485215.293011	C61hkj10EREtOD8t2b	192.168.226.11	47744	23.217.11.81	80	tcp	-	0.369363	0	0	SHR	T	F	0	^hCf	0	0	3	172	-
1750485180.027268	Cq3I1e2yyZpIeQrXq1	192.168.226.11	48475	185.125.190.58	123	udp	ntp	0.238600	0	48	SHR	T	F	0	Cd	0	0	1	76	-
